"SiglaEmpresa";"NumeroVoo";"DI";"TipoLinha";"AeroportoOrigem";"AeroportoDestino";"PartidaPrevista";"PartidaReal";"ChegadaPrevista";"ChegadaReal";"Situacao";"Justificativa"
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"30/12/2014 20:35";"30/12/2014 20:35";"31/12/2014 06:25";"31/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"30/12/2014 02:45";"30/12/2014 02:45";"30/12/2014 06:25";"30/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"18/12/2014 02:45";"18/12/2014 02:45";"18/12/2014 06:25";"18/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"30/12/2014 05:10";"30/12/2014 05:10";"30/12/2014 06:25";"30/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"30/12/2014 20:15";"30/12/2014 20:15";"31/12/2014 06:25";"31/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"18/12/2014 20:15";"18/12/2014 20:15";"19/12/2014 06:25";"19/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"18/12/2014 04:43";"18/12/2014 04:43";"18/12/2014 06:25";"18/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"18/12/2014 05:10";"18/12/2014 05:10";"18/12/2014 06:25";"18/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"30/12/2014 04:43";"30/12/2014 04:43";"30/12/2014 06:25";"30/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"18/12/2014 20:35";"18/12/2014 20:35";"19/12/2014 06:25";"19/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"11/12/2014 20:35";"11/12/2014 20:35";"12/12/2014 06:25";"12/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"06/12/2014 03:00";"06/12/2014 03:00";"06/12/2014 06:25";"06/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"29/12/2014 04:43";"29/12/2014 04:43";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"29/12/2014 03:00";"29/12/2014 03:00";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"31/12/2014 20:35";"  ";"01/01/2015 06:25";"  ";"Cancelado";"XN"
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"06/12/2014 04:43";"06/12/2014 04:43";"06/12/2014 06:25";"06/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"29/12/2014 05:10";"29/12/2014 05:10";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"29/12/2014 20:15";"29/12/2014 20:15";"30/12/2014 06:25";"30/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"31/12/2014 05:10";"31/12/2014 05:10";"31/12/2014 06:25";"31/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"29/12/2014 20:35";"29/12/2014 20:35";"30/12/2014 06:25";"30/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"31/12/2014 20:15";"31/12/2014 20:15";"01/01/2015 06:25";"01/01/2015 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"07/12/2014 20:35";"07/12/2014 20:35";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"06/12/2014 20:35";"06/12/2014 20:35";"07/12/2014 06:25";"07/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"06/12/2014 02:45";"06/12/2014 02:45";"06/12/2014 06:25";"06/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"29/12/2014 02:45";"29/12/2014 02:45";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"31/12/2014 02:45";"31/12/2014 02:45";"31/12/2014 06:25";"31/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"11/12/2014 05:10";"11/12/2014 05:10";"11/12/2014 06:25";"11/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"11/12/2014 02:45";"11/12/2014 02:45";"11/12/2014 06:25";"11/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"06/12/2014 20:15";"06/12/2014 20:15";"07/12/2014 06:25";"07/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"07/12/2014 20:15";"07/12/2014 20:15";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"11/12/2014 04:43";"11/12/2014 04:43";"11/12/2014 06:25";"11/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"05/12/2014 20:35";"05/12/2014 20:35";"06/12/2014 06:25";"06/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"20/12/2014 20:15";"20/12/2014 20:15";"21/12/2014 06:25";"21/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"09/12/2014 05:10";"09/12/2014 05:10";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"02/12/2014 20:35";"02/12/2014 20:35";"03/12/2014 06:25";"03/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"28/12/2014 02:45";"28/12/2014 02:45";"28/12/2014 06:25";"28/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"05/12/2014 20:15";"05/12/2014 20:15";"06/12/2014 06:25";"06/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"09/12/2014 04:43";"09/12/2014 04:43";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"28/12/2014 20:35";"28/12/2014 20:35";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"20/12/2014 03:00";"20/12/2014 03:00";"20/12/2014 06:25";"20/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"09/12/2014 02:45";"09/12/2014 02:45";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"05/12/2014 05:10";"05/12/2014 05:10";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"02/12/2014 02:45";"02/12/2014 02:45";"02/12/2014 06:25";"02/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"05/12/2014 03:00";"05/12/2014 03:00";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"20/12/2014 02:45";"20/12/2014 02:45";"20/12/2014 06:25";"20/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"05/12/2014 02:45";"05/12/2014 02:45";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"09/12/2014 03:00";"09/12/2014 03:00";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"05/12/2014 04:43";"05/12/2014 04:43";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"02/12/2014 04:43";"02/12/2014 04:43";"02/12/2014 06:25";"02/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"25/12/2014 02:45";"25/12/2014 02:45";"25/12/2014 06:25";"25/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"20/12/2014 04:43";"20/12/2014 04:43";"20/12/2014 06:25";"20/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"28/12/2014 20:15";"28/12/2014 20:15";"29/12/2014 06:25";"29/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"25/12/2014 03:00";"25/12/2014 03:00";"25/12/2014 06:25";"25/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"20/12/2014 20:35";"20/12/2014 20:35";"21/12/2014 06:25";"21/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"25/12/2014 20:15";"25/12/2014 20:15";"26/12/2014 06:25";"26/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"25/12/2014 05:10";"  ";"25/12/2014 06:25";"  ";"Cancelado";"XA"
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"09/12/2014 20:15";"09/12/2014 20:15";"10/12/2014 06:25";"10/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"02/12/2014 05:10";"02/12/2014 05:10";"02/12/2014 06:25";"02/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"25/12/2014 04:43";"25/12/2014 04:43";"25/12/2014 06:25";"25/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"24/12/2014 20:15";"24/12/2014 20:15";"25/12/2014 06:25";"25/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"24/12/2014 02:45";"24/12/2014 02:45";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"21/12/2014 02:45";"21/12/2014 02:45";"21/12/2014 06:25";"21/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"21/12/2014 20:35";"21/12/2014 20:35";"22/12/2014 06:25";"22/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"04/12/2014 20:15";"04/12/2014 20:15";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"14/12/2014 02:45";"14/12/2014 02:45";"14/12/2014 06:25";"14/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"27/12/2014 20:15";"27/12/2014 20:15";"28/12/2014 06:25";"28/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"21/12/2014 03:00";"21/12/2014 03:00";"21/12/2014 06:25";"21/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"14/12/2014 03:00";"14/12/2014 03:00";"14/12/2014 06:25";"14/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"27/12/2014 20:35";"27/12/2014 20:35";"28/12/2014 06:25";"28/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"27/12/2014 03:00";"27/12/2014 03:00";"27/12/2014 06:25";"27/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"14/12/2014 20:35";"14/12/2014 20:35";"15/12/2014 06:25";"15/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"24/12/2014 20:35";"24/12/2014 20:35";"25/12/2014 06:25";"25/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"24/12/2014 03:00";"24/12/2014 03:00";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"24/12/2014 05:10";"24/12/2014 05:10";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"04/12/2014 04:43";"04/12/2014 04:43";"04/12/2014 06:25";"04/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"04/12/2014 20:35";"04/12/2014 20:35";"05/12/2014 06:25";"05/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"14/12/2014 20:15";"14/12/2014 20:15";"15/12/2014 06:25";"15/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"24/12/2014 04:43";"24/12/2014 04:43";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"27/12/2014 04:43";"27/12/2014 04:43";"27/12/2014 06:25";"27/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"04/12/2014 03:00";"04/12/2014 03:00";"04/12/2014 06:25";"04/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"04/12/2014 02:45";"04/12/2014 02:45";"04/12/2014 06:25";"04/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"04/12/2014 05:10";"04/12/2014 05:10";"04/12/2014 06:25";"04/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"27/12/2014 02:45";"27/12/2014 02:45";"27/12/2014 06:25";"27/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"10/12/2014 05:10";"10/12/2014 05:10";"10/12/2014 06:25";"10/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"13/12/2014 04:43";"13/12/2014 04:43";"13/12/2014 06:25";"13/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"10/12/2014 02:45";"10/12/2014 02:45";"10/12/2014 06:25";"10/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"10/12/2014 04:43";"10/12/2014 04:43";"10/12/2014 06:25";"10/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"13/12/2014 20:35";"13/12/2014 20:35";"14/12/2014 06:25";"14/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"12/12/2014 02:45";"12/12/2014 02:45";"12/12/2014 06:25";"12/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"10/12/2014 03:00";"10/12/2014 03:00";"10/12/2014 06:25";"10/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"12/12/2014 04:43";"12/12/2014 04:43";"12/12/2014 06:25";"12/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"13/12/2014 20:15";"13/12/2014 20:15";"14/12/2014 06:25";"14/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"12/12/2014 20:15";"12/12/2014 20:15";"13/12/2014 06:25";"13/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"13/12/2014 02:45";"13/12/2014 02:45";"13/12/2014 06:25";"13/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"10/12/2014 20:35";"10/12/2014 20:35";"11/12/2014 06:25";"11/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"10/12/2014 20:15";"  ";"11/12/2014 06:25";"  ";"Cancelado";"XN"
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"12/12/2014 20:35";"12/12/2014 20:35";"13/12/2014 06:25";"13/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"12/12/2014 05:10";"12/12/2014 05:10";"12/12/2014 06:25";"12/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"23/12/2014 05:10";"  ";"23/12/2014 06:25";"  ";"Cancelado";"XT"
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"01/12/2014 03:00";"01/12/2014 03:00";"01/12/2014 06:25";"01/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"01/12/2014 02:45";"01/12/2014 02:45";"01/12/2014 06:25";"01/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"01/12/2014 20:15";"01/12/2014 20:15";"02/12/2014 06:25";"02/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"23/12/2014 20:35";"23/12/2014 20:35";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"23/12/2014 20:15";"23/12/2014 20:15";"24/12/2014 06:25";"24/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"01/12/2014 04:43";"01/12/2014 04:43";"01/12/2014 06:25";"01/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"23/12/2014 03:00";"23/12/2014 03:00";"23/12/2014 06:25";"23/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"23/12/2014 02:45";"23/12/2014 02:45";"23/12/2014 06:25";"23/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"01/12/2014 05:10";"01/12/2014 05:10";"01/12/2014 06:25";"01/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"01/12/2014 20:35";"01/12/2014 20:35";"02/12/2014 06:25";"02/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"19/12/2014 02:45";"19/12/2014 02:45";"19/12/2014 06:25";"19/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"08/12/2014 05:10";"08/12/2014 05:10";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"16/12/2014 05:10";"16/12/2014 05:10";"16/12/2014 06:25";"16/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"08/12/2014 20:15";"08/12/2014 20:15";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"16/12/2014 20:35";"16/12/2014 20:35";"17/12/2014 06:25";"17/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"19/12/2014 04:43";"19/12/2014 04:43";"19/12/2014 06:25";"19/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"16/12/2014 20:15";"16/12/2014 20:15";"17/12/2014 06:25";"17/12/2014 06:25";"Realizado";"  "
"TAM";" 8103";"0";"I";"KJFK";"SBGR";"19/12/2014 20:15";"19/12/2014 20:15";"20/12/2014 06:25";"20/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"08/12/2014 03:00";"08/12/2014 03:00";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"08/12/2014 20:35";"08/12/2014 20:35";"09/12/2014 06:25";"09/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"16/12/2014 04:43";"16/12/2014 04:43";"16/12/2014 06:25";"16/12/2014 06:25";"Realizado";"  "
"GLO";" 1131";"0";"N";"SBMG";"SBSP";"19/12/2014 05:10";"19/12/2014 05:10";"19/12/2014 06:25";"19/12/2014 06:25";"Realizado";"  "
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"08/12/2014 04:43";"08/12/2014 04:43";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"TAM";" 8113";"0";"I";"MMMX";"SBGR";"19/12/2014 20:35";"19/12/2014 20:35";"20/12/2014 06:25";"20/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"08/12/2014 02:45";"08/12/2014 02:45";"08/12/2014 06:25";"08/12/2014 06:25";"Realizado";"  "
"GLO";" 1241";"0";"N";"SBSG";"SBGR";"16/12/2014 02:45";"16/12/2014 02:45";"16/12/2014 06:25";"16/12/2014 06:25";"Realizado";"  "
"TAM";" 3859";"0";"N";"SBEG";"SBFZ";"07/12/2014 03:00";"07/12/2014 03:16";"07/12/2014 06:25";"07/12/2014 06:23";"Realizado";"AS"
"TAM";" 3775";"0";"N";"SBCG";"SBSP";"31/12/2014 04:43";"31/12/2014 04:32";"31/12/2014 06:25";"31/12/2014 06:10";"Realizado";"AT"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"21/12/2014 03:43";"20/12/2014 04:02";"21/12/2014 06:28";"20/12/2014 06:48";"Realizado";"TD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"03/12/2014 03:43";"03/12/2014 03:43";"03/12/2014 06:28";"03/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"17/12/2014 03:43";"17/12/2014 03:43";"17/12/2014 06:28";"17/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"15/12/2014 03:43";"15/12/2014 03:43";"15/12/2014 06:28";"15/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"26/12/2014 03:43";"  ";"26/12/2014 06:28";"  ";"Cancelado";"XN"
"GLO";" 7733";"0";"I";"MDPC";"SBBR";"30/12/2014 00:30";"30/12/2014 00:30";"30/12/2014 06:28";"30/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"18/12/2014 03:43";"18/12/2014 03:43";"18/12/2014 06:28";"18/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"06/12/2014 03:43";"06/12/2014 03:43";"06/12/2014 06:28";"06/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"31/12/2014 03:43";"31/12/2014 03:43";"31/12/2014 06:28";"31/12/2014 06:28";"Realizado";"  "
"GLO";" 7733";"0";"I";"MDPC";"SBBR";"02/12/2014 00:30";"  ";"02/12/2014 06:28";"  ";"Cancelado";"XN"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"20/12/2014 03:43";"20/12/2014 03:43";"20/12/2014 06:28";"20/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"05/12/2014 03:43";"05/12/2014 03:43";"05/12/2014 06:28";"05/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"25/12/2014 03:43";"25/12/2014 03:43";"25/12/2014 06:28";"25/12/2014 06:28";"Realizado";"  "
"GLO";" 7733";"0";"I";"MDPC";"SBBR";"09/12/2014 00:30";"  ";"09/12/2014 06:28";"  ";"Cancelado";"XN"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"09/12/2014 03:43";"09/12/2014 03:43";"09/12/2014 06:28";"09/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"02/12/2014 03:43";"02/12/2014 03:43";"02/12/2014 06:28";"02/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"27/12/2014 03:43";"  ";"27/12/2014 06:28";"  ";"Cancelado";"XN"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"24/12/2014 03:43";"24/12/2014 03:43";"24/12/2014 06:28";"24/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"14/12/2014 03:43";"14/12/2014 03:43";"14/12/2014 06:28";"14/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"13/12/2014 03:43";"  ";"13/12/2014 06:28";"  ";"Cancelado";"XN"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"10/12/2014 03:43";"10/12/2014 03:43";"10/12/2014 06:28";"10/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"12/12/2014 03:43";"12/12/2014 03:43";"12/12/2014 06:28";"12/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"01/12/2014 03:43";"01/12/2014 03:43";"01/12/2014 06:28";"01/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"23/12/2014 03:43";"23/12/2014 03:43";"23/12/2014 06:28";"23/12/2014 06:28";"Realizado";"  "
"GLO";" 7733";"0";"I";"MDPC";"SBBR";"23/12/2014 00:30";"23/12/2014 00:30";"23/12/2014 06:28";"23/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"16/12/2014 03:43";"  ";"16/12/2014 06:28";"  ";"Cancelado";"XN"
"GLO";" 7733";"0";"I";"MDPC";"SBBR";"16/12/2014 00:30";"  ";"16/12/2014 06:28";"  ";"Cancelado";"XN"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"08/12/2014 03:43";"08/12/2014 03:43";"08/12/2014 06:28";"08/12/2014 06:28";"Realizado";"  "
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"19/12/2014 03:43";"18/12/2014 03:33";"19/12/2014 06:28";"18/12/2014 06:13";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"22/12/2014 03:43";"21/12/2014 03:33";"22/12/2014 06:28";"21/12/2014 06:11";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"11/12/2014 03:43";"10/12/2014 03:29";"11/12/2014 06:28";"10/12/2014 06:09";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"07/12/2014 03:43";"06/12/2014 03:31";"07/12/2014 06:28";"06/12/2014 06:06";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"29/12/2014 03:43";"28/12/2014 03:31";"29/12/2014 06:28";"28/12/2014 06:02";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"30/12/2014 03:43";"29/12/2014 03:27";"30/12/2014 06:28";"29/12/2014 06:00";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"04/12/2014 03:43";"03/12/2014 03:31";"04/12/2014 06:28";"03/12/2014 05:55";"Realizado";"HD"
"AZU";" 4100";"0";"N";"SBAR";"SBKP";"28/12/2014 03:43";"27/12/2014 03:25";"28/12/2014 06:28";"27/12/2014 05:54";"Realizado";"HD"
